Year,AphiaID,Species Latin Name,Area,Country,AMS Catch(TLW),BMS Catch(TLW)
2019,105814,Scyliorhinus canicula,27_8_A,BE,1.886,
2019,105814,Scyliorhinus canicula,27_8_B,BE,22.286,
2019,105873,Leucoraja circularis,27_4_C,BE,3.404,
2019,105873,Leucoraja circularis,27_7_A,BE,4.278,
2019,105873,Leucoraja circularis,27_7_D,BE,11.836,
2019,105873,Leucoraja circularis,27_7_E,BE,1.406,
2019,105873,Leucoraja circularis,27_7_F,BE,45.266,
2019,105873,Leucoraja circularis,27_7_G,BE,88.218,
2019,105873,Leucoraja circularis,27_7_H,BE,0.652,
2019,105876,Leucoraja naevus,27_4_B,BE,0.156,
2019,105876,Leucoraja naevus,27_7_A,BE,5.317,
2019,105876,Leucoraja naevus,27_7_D,BE,1.041,
2019,105876,Leucoraja naevus,27_7_E,BE,1.12,
2019,105876,Leucoraja naevus,27_7_F,BE,6.577,
2019,105876,Leucoraja naevus,27_7_G,BE,8.745,
2019,105876,Leucoraja naevus,27_7_H,BE,1.483,
2019,105876,Leucoraja naevus,27_8_B,BE,1.022,
2019,105883,Raja clavata,27_4_B,BE,45.18,
2019,105883,Raja clavata,27_4_C,BE,48.069,
2019,105883,Raja clavata,27_7_A,BE,160.112,
2019,105883,Raja clavata,27_7_D,BE,98.768,
2019,105883,Raja clavata,27_7_E,BE,12.779,
2019,105883,Raja clavata,27_7_F,BE,25.134,
2019,105883,Raja clavata,27_7_G,BE,154.004,
2019,105883,Raja clavata,27_7_H,BE,2.189,
2019,105883,Raja clavata,27_8_B,BE,0.91,
2019,105887,Raja montagui,27_4_B,BE,21.535,
2019,105887,Raja montagui,27_4_C,BE,8.256,
2019,105887,Raja montagui,27_7_A,BE,2.587,
2019,105887,Raja montagui,27_7_D,BE,11.755,
2019,105887,Raja montagui,27_7_E,BE,1.001,
2019,105887,Raja montagui,27_7_F,BE,2.624,
2019,105887,Raja montagui,27_7_G,BE,8.485,
2019,107254,Nephrops norvegicus,27_4_B,BE,747.169,
2019,107254,Nephrops norvegicus,27_4_C,BE,4.785,
2019,107254,Nephrops norvegicus,27_7_G,BE,2.601,0.001
2019,126122,Lepidorhombus,27_4_B,BE,0.454,
2019,126122,Lepidorhombus,27_4_C,BE,0.209,
2019,126122,Lepidorhombus,27_7_A,BE,1.918,0.002
2019,126122,Lepidorhombus,27_7_D,BE,0.19,
2019,126122,Lepidorhombus,27_7_E,BE,13.372,0.006
2019,126122,Lepidorhombus,27_7_F,BE,96.212,0.233
2019,126122,Lepidorhombus,27_7_G,BE,228.469,0.212
2019,126122,Lepidorhombus,27_7_H,BE,98.919,0.784
2019,126122,Lepidorhombus,27_7_J,BE,0.448,
2019,126122,Lepidorhombus,27_8_A,BE,13.226,
2019,126122,Lepidorhombus,27_8_B,BE,33.354,
2019,126281,Anguilla anguilla,27_4_C,BE,0.131,
2019,126281,Anguilla anguilla,27_7_D,BE,0.374,
2019,126417,Clupea harengus,27_4_C,BE,36.26,
2019,126417,Clupea harengus,27_7_D,BE,23.003,
2019,126421,Sardina pilchardus,27_4_C,BE,0.236,
2019,126421,Sardina pilchardus,27_7_D,BE,0.461,
2019,126436,Gadus morhua,27_4_B,BE,722.119,3.996
2019,126436,Gadus morhua,27_4_C,BE,4.458,
2019,126436,Gadus morhua,27_7_A,BE,10.325,0.008
2019,126436,Gadus morhua,27_7_D,BE,3.016,
2019,126436,Gadus morhua,27_7_E,BE,1.088,
2019,126436,Gadus morhua,27_7_F,BE,13.327,
2019,126436,Gadus morhua,27_7_G,BE,27.718,
2019,126436,Gadus morhua,27_7_H,BE,1.241,
2019,126437,Melanogrammus aeglefinus,27_4_B,BE,27.95,
2019,126437,Melanogrammus aeglefinus,27_4_C,BE,0.574,
2019,126437,Melanogrammus aeglefinus,27_7_A,BE,9.066,0.048
2019,126437,Melanogrammus aeglefinus,27_7_D,BE,0.36,
2019,126437,Melanogrammus aeglefinus,27_7_E,BE,3.428,
2019,126437,Melanogrammus aeglefinus,27_7_F,BE,39.805,
2019,126437,Melanogrammus aeglefinus,27_7_G,BE,40.499,
2019,126437,Melanogrammus aeglefinus,27_7_H,BE,5.788,
2019,126438,Merlangius merlangus,27_4_B,BE,28.447,
2019,126438,Merlangius merlangus,27_4_C,BE,112.879,
2019,126438,Merlangius merlangus,27_7_A,BE,3.792,0.076
2019,126438,Merlangius merlangus,27_7_D,BE,143.82,
2019,126438,Merlangius merlangus,27_7_E,BE,8.708,
2019,126438,Merlangius merlangus,27_7_F,BE,33.748,
2019,126438,Merlangius merlangus,27_7_G,BE,30.039,
2019,126438,Merlangius merlangus,27_7_H,BE,0.752,
2019,126438,Merlangius merlangus,27_8_B,BE,0.838,
2019,126440,Pollachius pollachius,27_4_B,BE,20.433,
2019,126440,Pollachius pollachius,27_7_A,BE,0.757,
2019,126440,Pollachius pollachius,27_7_D,BE,1.212,
2019,126440,Pollachius pollachius,27_7_E,BE,0.655,
2019,126440,Pollachius pollachius,27_7_F,BE,3.117,
2019,126440,Pollachius pollachius,27_7_G,BE,6.147,
2019,126440,Pollachius pollachius,27_7_H,BE,0.338,
2019,126441,Pollachius virens,27_4_B,BE,6.516,
2019,126441,Pollachius virens,27_7_G,BE,0.309,
2019,126461,Molva molva,27_4_B,BE,13.054,0.054
2019,126461,Molva molva,27_7_A,BE,1.71,0.008
2019,126461,Molva molva,27_7_D,BE,0.625,
2019,126461,Molva molva,27_7_E,BE,0.573,
2019,126461,Molva molva,27_7_F,BE,4.239,0.014
2019,126461,Molva molva,27_7_G,BE,5.68,0.034
2019,126461,Molva molva,27_7_H,BE,0.752,0.004
2019,126484,Merluccius merluccius,27_4_B,BE,29.505,
2019,126484,Merluccius merluccius,27_4_C,BE,0.108,
2019,126484,Merluccius merluccius,27_7_A,BE,0.822,0.003
2019,126484,Merluccius merluccius,27_7_D,BE,0.372,
2019,126484,Merluccius merluccius,27_7_E,BE,0.602,
2019,126484,Merluccius merluccius,27_7_F,BE,15.742,0.051
2019,126484,Merluccius merluccius,27_7_G,BE,20.594,0.111
2019,126484,Merluccius merluccius,27_7_H,BE,2.917,0.002
2019,126484,Merluccius merluccius,27_8_A,BE,2.202,0.897
2019,126484,Merluccius merluccius,27_8_B,BE,7.957,0.492
2019,126975,Dicentrarchus labrax,27_4_C,BE,5.156,
2019,126975,Dicentrarchus labrax,27_7_A,BE,0.195,
2019,126975,Dicentrarchus labrax,27_7_D,BE,6.579,
2019,126975,Dicentrarchus labrax,27_7_E,BE,1.96,
2019,126975,Dicentrarchus labrax,27_7_F,BE,1.288,
2019,126975,Dicentrarchus labrax,27_7_G,BE,2.982,
2019,126986,Mullus surmuletus,27_4_B,BE,3.638,
2019,126986,Mullus surmuletus,27_4_C,BE,169.646,
2019,126986,Mullus surmuletus,27_7_A,BE,0.985,
2019,126986,Mullus surmuletus,27_7_D,BE,58.457,
2019,126986,Mullus surmuletus,27_7_E,BE,5.101,
2019,126986,Mullus surmuletus,27_7_F,BE,13.025,
2019,126986,Mullus surmuletus,27_7_G,BE,6.141,
2019,126986,Mullus surmuletus,27_7_H,BE,0.618,
2019,126986,Mullus surmuletus,27_8_A,BE,0.426,
2019,126986,Mullus surmuletus,27_8_B,BE,2.935,
2019,127023,Scomber scombrus,27_4_B,BE,2.571,
2019,127023,Scomber scombrus,27_4_C,BE,10.375,
2019,127023,Scomber scombrus,27_7_D,BE,52.771,
2019,127023,Scomber scombrus,27_7_E,BE,0.185,
2019,127136,Glyptocephalus cynoglossus,27_4_B,BE,23.263,
2019,127136,Glyptocephalus cynoglossus,27_7_A,BE,5.261,
2019,127136,Glyptocephalus cynoglossus,27_7_D,BE,0.614,
2019,127136,Glyptocephalus cynoglossus,27_7_E,BE,0.887,
2019,127136,Glyptocephalus cynoglossus,27_7_F,BE,4.675,
2019,127136,Glyptocephalus cynoglossus,27_7_G,BE,38.132,
2019,127136,Glyptocephalus cynoglossus,27_7_H,BE,4.968,
2019,127139,Limanda limanda,27_4_B,BE,279.308,
2019,127139,Limanda limanda,27_4_C,BE,30.096,
2019,127139,Limanda limanda,27_7_A,BE,7.789,
2019,127139,Limanda limanda,27_7_D,BE,61.145,
2019,127139,Limanda limanda,27_7_E,BE,1.281,
2019,127139,Limanda limanda,27_7_F,BE,15.084,
2019,127139,Limanda limanda,27_7_G,BE,13.493,
2019,127139,Limanda limanda,27_7_H,BE,0.259,
2019,127140,Microstomus kitt,27_4_B,BE,463.485,0.068
2019,127140,Microstomus kitt,27_4_C,BE,3.923,
2019,127140,Microstomus kitt,27_7_A,BE,8.184,
2019,127140,Microstomus kitt,27_7_D,BE,48.718,
2019,127140,Microstomus kitt,27_7_E,BE,10.547,
2019,127140,Microstomus kitt,27_7_F,BE,110.179,
2019,127140,Microstomus kitt,27_7_G,BE,59.592,
2019,127140,Microstomus kitt,27_7_H,BE,4.647,
2019,127141,Platichthys flesus,27_4_B,BE,0.913,
2019,127141,Platichthys flesus,27_4_C,BE,93.383,
2019,127141,Platichthys flesus,27_7_A,BE,1.319,
2019,127141,Platichthys flesus,27_7_D,BE,18.959,
2019,127141,Platichthys flesus,27_7_E,BE,0.395,
2019,127141,Platichthys flesus,27_7_F,BE,2.224,
2019,127141,Platichthys flesus,27_7_G,BE,0.292,
2019,127143,Pleuronectes platessa,27_4_B,BE,3840.37,9.194
2019,127143,Pleuronectes platessa,27_4_C,BE,71.899,0.01
2019,127143,Pleuronectes platessa,27_7_A,BE,167.848,0.043
2019,127143,Pleuronectes platessa,27_7_D,BE,1277.07,
2019,127143,Pleuronectes platessa,27_7_E,BE,73.183,
2019,127143,Pleuronectes platessa,27_7_F,BE,74.887,
2019,127143,Pleuronectes platessa,27_7_G,BE,188.189,
2019,127143,Pleuronectes platessa,27_7_H,BE,6.299,
2019,127143,Pleuronectes platessa,27_8_A,BE,0.149,
2019,127143,Pleuronectes platessa,27_8_B,BE,0.23,
2019,127150,Scophthalmus rhombus,27_4_B,BE,110.28,0.132
2019,127150,Scophthalmus rhombus,27_4_C,BE,5.489,
2019,127150,Scophthalmus rhombus,27_7_A,BE,24.534,
2019,127150,Scophthalmus rhombus,27_7_D,BE,91.775,
2019,127150,Scophthalmus rhombus,27_7_E,BE,11.63,
2019,127150,Scophthalmus rhombus,27_7_F,BE,16.703,
2019,127150,Scophthalmus rhombus,27_7_G,BE,17.279,
2019,127150,Scophthalmus rhombus,27_7_H,BE,0.399,
2019,127150,Scophthalmus rhombus,27_8_B,BE,1.165,
2019,127149,Scophthalmus maximus,27_4_B,BE,217.908,0.306
2019,127149,Scophthalmus maximus,27_4_C,BE,9.756,
2019,127149,Scophthalmus maximus,27_7_A,BE,13.439,
2019,127149,Scophthalmus maximus,27_7_D,BE,95.896,
2019,127149,Scophthalmus maximus,27_7_E,BE,10.681,
2019,127149,Scophthalmus maximus,27_7_F,BE,17.213,
2019,127149,Scophthalmus maximus,27_7_G,BE,29.195,
2019,127149,Scophthalmus maximus,27_7_H,BE,1.25,
2019,127149,Scophthalmus maximus,27_8_A,BE,0.168,
2019,127149,Scophthalmus maximus,27_8_B,BE,2.129,
2019,127160,Solea solea,27_4_B,BE,123.628,
2019,127160,Solea solea,27_4_C,BE,129.531,0.037
2019,127160,Solea solea,27_7_A,BE,329.345,0.579
2019,127160,Solea solea,27_7_D,BE,603.268,0.002
2019,127160,Solea solea,27_7_E,BE,47.005,
2019,127160,Solea solea,27_7_F,BE,375.769,
2019,127160,Solea solea,27_7_G,BE,424.326,0.107
2019,127160,Solea solea,27_7_H,BE,74.26,
2019,127160,Solea solea,27_7_J,BE,0.721,
2019,127160,Solea solea,27_8_A,BE,85.198,
2019,127160,Solea solea,27_8_B,BE,242.877,
2019,127259,Chelidonichthys cuculus,27_4_C,BE,2.332,
2019,127259,Chelidonichthys cuculus,27_7_A,BE,9.511,
2019,127259,Chelidonichthys cuculus,27_7_D,BE,157.281,
2019,127259,Chelidonichthys cuculus,27_7_E,BE,84.176,
2019,127259,Chelidonichthys cuculus,27_7_F,BE,20.95,
2019,127259,Chelidonichthys cuculus,27_7_G,BE,12.361,
2019,127259,Chelidonichthys cuculus,27_7_H,BE,1.851,
2019,127259,Chelidonichthys cuculus,27_8_B,BE,0.236,
2019,150637,Eutrigla gurnardus,27_4_B,BE,20.888,
2019,150637,Eutrigla gurnardus,27_4_C,BE,5.15,
2019,150637,Eutrigla gurnardus,27_7_A,BE,1.684,
2019,150637,Eutrigla gurnardus,27_7_D,BE,0.917,
2019,150637,Eutrigla gurnardus,27_7_F,BE,4.312,
2019,150637,Eutrigla gurnardus,27_7_G,BE,6.035,
2019,150637,Eutrigla gurnardus,27_7_H,BE,0.55,
2019,150637,Eutrigla gurnardus,27_8_A,BE,1.425,
2019,150637,Eutrigla gurnardus,27_8_B,BE,18.789,
2019,367297,Raja brachyura,27_4_B,BE,20.177,
2019,367297,Raja brachyura,27_4_C,BE,29.148,
2019,367297,Raja brachyura,27_7_A,BE,230.238,
2019,367297,Raja brachyura,27_7_D,BE,52.793,
2019,367297,Raja brachyura,27_7_E,BE,11.932,
2019,367297,Raja brachyura,27_7_F,BE,97.88,
2019,367297,Raja brachyura,27_7_G,BE,192.141,
2019,367297,Raja brachyura,27_7_H,BE,10.925,
2019,105815,Scyliorhinus stellaris,27_4_C,BE,0.173,
2019,105815,Scyliorhinus stellaris,27_7_A,BE,29.124,
2019,105815,Scyliorhinus stellaris,27_7_D,BE,5.86,
2019,105815,Scyliorhinus stellaris,27_7_E,BE,1.304,
2019,105815,Scyliorhinus stellaris,27_7_F,BE,9.026,
2019,105815,Scyliorhinus stellaris,27_7_G,BE,15.491,
2019,105815,Scyliorhinus stellaris,27_7_H,BE,0.454,
2019,105729,Scyliorhinus,27_4_C,BE,0.292,
2019,105729,Scyliorhinus,27_7_D,BE,0.145,
2019,105732,Mustelus,27_4_C,BE,1.215,
2019,125946,Trachurus,27_4_B,BE,0.235,
2019,125946,Trachurus,27_4_C,BE,6.805,
2019,125946,Trachurus,27_7_D,BE,10.685,
2019,125946,Trachurus,27_7_E,BE,1.064,
2019,125493,Lophiidae,27_4_B,BE,248.195,
2019,125493,Lophiidae,27_4_C,BE,0.923,
2019,125493,Lophiidae,27_7_A,BE,30.838,
2019,125493,Lophiidae,27_7_D,BE,84.418,
2019,125493,Lophiidae,27_7_E,BE,90.767,
2019,125493,Lophiidae,27_7_F,BE,195.994,
2019,125493,Lophiidae,27_7_G,BE,366.937,
2019,125493,Lophiidae,27_7_H,BE,100.711,
2019,125493,Lophiidae,27_7_J,BE,0.647,
2019,125493,Lophiidae,27_8_A,BE,13.695,
2019,125493,Lophiidae,27_8_B,BE,53.165,
2019,107649,Pandalus borealis,27_1_A,PL,628.903,
2019,125909,Ammodytes,27_3_D_24,PL,0.505,
2019,125909,Ammodytes,27_3_D_25,PL,141.58,
2019,125909,Ammodytes,27_3_D_26,PL,40.01,
2019,126281,Anguilla anguilla,27_3_D_24,PL,42.9166,
2019,126281,Anguilla anguilla,27_3_D_25,PL,1.6745,
2019,126281,Anguilla anguilla,27_3_D_26,PL,64.8311,
2019,126417,Clupea harengus,27_2_A_1,PL,1325.62,
2019,126417,Clupea harengus,27_3_D_24,PL,1083.33,
2019,126417,Clupea harengus,27_3_D_25,PL,21061.9,
2019,126417,Clupea harengus,27_3_D_26,PL,17704.6,
2019,126417,Clupea harengus,27_3_D_27,PL,9.6,
2019,126417,Clupea harengus,27_3_D_28,PL,692.248,
2019,126417,Clupea harengus,27_3_D_28_2,PL,118.76,
2019,126421,Sardina pilchardus,27_6_A,PL,0.276,
2019,126421,Sardina pilchardus,27_7_G,PL,0.457,
2019,126425,Sprattus sprattus,27_3_D_24,PL,1829.43,
2019,126425,Sprattus sprattus,27_3_D_25,PL,32047.8,
2019,126425,Sprattus sprattus,27_3_D_26,PL,38879.1,
2019,126425,Sprattus sprattus,27_3_D_27,PL,35.233,
2019,126425,Sprattus sprattus,27_3_D_28,PL,1591.31,
2019,126425,Sprattus sprattus,27_3_D_28_2,PL,36.34,
2019,126436,Gadus morhua,27_1_A,PL,25.0102,
2019,126436,Gadus morhua,27_1_B,PL,1019.55,
2019,126436,Gadus morhua,27_2_A_2,PL,670.715,
2019,126436,Gadus morhua,27_2_B_2,PL,937.354,
2019,126436,Gadus morhua,27_3_D_24,PL,1010.16,4.78796
2019,126436,Gadus morhua,27_3_D_25,PL,1904.49,70.37
2019,126436,Gadus morhua,27_3_D_26,PL,1316.92,14.1
2019,126436,Gadus morhua,27_3_D_27,PL,1.8886,
2019,126436,Gadus morhua,27_3_D_28,PL,0,5.715
2019,126436,Gadus morhua,27_3_D_28_2,PL,0,0.15
2019,126437,Melanogrammus aeglefinus,27_1_A,PL,0.11052,
2019,126437,Melanogrammus aeglefinus,27_1_B,PL,15.307,
2019,126437,Melanogrammus aeglefinus,27_2_A_2,PL,69.4618,
2019,126437,Melanogrammus aeglefinus,27_2_B_2,PL,3.75768,
2019,126438,Merlangius merlangus,27_3_D_24,PL,510.787,2.6
2019,126438,Merlangius merlangus,27_3_D_25,PL,2923.96,
2019,126438,Merlangius merlangus,27_3_D_26,PL,0.34,
2019,126439,Micromesistius poutassou,27_2_A_1,PL,98.201,
2019,126439,Micromesistius poutassou,27_4_A,PL,0.964,
2019,126439,Micromesistius poutassou,27_5_B_1_B,PL,5039.39,
2019,126439,Micromesistius poutassou,27_6_A,PL,20561.8,
2019,126439,Micromesistius poutassou,27_6_B_2,PL,212.888,
2019,126439,Micromesistius poutassou,27_7_C_2,PL,6881.52,
2019,126439,Micromesistius poutassou,27_7_J_2,PL,484.4,
2019,126439,Micromesistius poutassou,27_8_A,PL,1544.87,
2019,126439,Micromesistius poutassou,27_8_D_2,PL,472.128,
2019,126440,Pollachius pollachius,27_2_A_2,PL,0.9828,
2019,126441,Pollachius virens,27_1_B,PL,0.5292,
2019,126441,Pollachius virens,27_2_A_1,PL,1.37781,
2019,126441,Pollachius virens,27_2_A_2,PL,44.3772,
2019,126441,Pollachius virens,27_3_D_24,PL,1.66726,
2019,126441,Pollachius virens,27_5_B_1_B,PL,6.073,
2019,126447,Brosme brosme,27_2_A_2,PL,0.0918,
2019,126461,Molva molva,27_2_A_2,PL,0.756,
2019,126484,Merluccius merluccius,27_2_A_2,PL,0.5544,
2019,126484,Merluccius merluccius,27_6_A,PL,0.681,
2019,126715,Argentina silus,27_5_B_1_B,PL,4.419,
2019,126715,Argentina silus,27_6_A,PL,26.291,
2019,126822,Trachurus trachurus,27_7_B,PL,3.669,
2019,126822,Trachurus trachurus,27_7_G,PL,119.304,
2019,127023,Scomber scombrus,27_2_A_1,PL,0.024,
2019,127023,Scomber scombrus,27_4_A,PL,1260.98,51.51
2019,127023,Scomber scombrus,27_5_B_1_B,PL,10.093,
2019,127023,Scomber scombrus,27_6_A,PL,1214.23,
2019,127023,Scomber scombrus,27_7_B,PL,1027.34,
2019,127023,Scomber scombrus,27_7_G,PL,0.188,5.029
2019,127141,Platichthys flesus,27_3_D_24,PL,3161.47,
2019,127141,Platichthys flesus,27_3_D_25,PL,12927,30.05
2019,127141,Platichthys flesus,27_3_D_26,PL,580.892,
2019,127141,Platichthys flesus,27_3_D_28,PL,16.15,
2019,127141,Platichthys flesus,27_3_D_28_2,PL,0.05,
2019,127143,Pleuronectes platessa,27_3_D_24,PL,553.954,0.798
2019,127143,Pleuronectes platessa,27_3_D_25,PL,221.665,0.427
2019,127143,Pleuronectes platessa,27_3_D_26,PL,1.39,0.001
2019,127144,Reinhardtius hippoglossoides,27_1_A,PL,110.37,
2019,127144,Reinhardtius hippoglossoides,27_1_B,PL,8.97,
2019,127144,Reinhardtius hippoglossoides,27_2_A_2,PL,3.12,
2019,127144,Reinhardtius hippoglossoides,27_2_B_2,PL,0,
2019,127149,Scophthalmus maximus,27_3_D_24,PL,15.3914,
2019,127149,Scophthalmus maximus,27_3_D_25,PL,34.3379,
2019,127149,Scophthalmus maximus,27_3_D_26,PL,5.0641,
2019,127186,Salmo salar,27_3_D_24,PL,0.078,
2019,127186,Salmo salar,27_3_D_25,PL,8.634,0.012
2019,127186,Salmo salar,27_3_D_26,PL,31.776,
2019,127186,Salmo salar,27_3_D_27,PL,0.228,
2019,127187,Salmo trutta,27_3_D_24,PL,6.5718,
2019,127187,Salmo trutta,27_3_D_25,PL,36.2934,
2019,127187,Salmo trutta,27_3_D_26,PL,78.8346,
2019,127254,Sebastes mentella,27_1_B,PL,15.4791,
2019,127254,Sebastes mentella,27_2_A_1,PL,363.616,
2019,127254,Sebastes mentella,27_2_A_2,PL,91.6051,
2019,126175,Sebastes,27_5_B_1_B,PL,0.079,
2019,151324,Sebastes norvegicus,27_1_B,PL,3.6036,
2019,151324,Sebastes norvegicus,27_2_A_2,PL,16.5438,
2019,105711,Rajidae,27_4_A,DK,40.52,
2019,105711,Rajidae,27_4_B,DK,20.991,
2019,105711,Rajidae,27_4_C,DK,0.782,
2019,105711,Rajidae,27_3_A_20,DK,53.514,
2019,105711,Rajidae,27_3_A_21,DK,0.977,
2019,105814,Scyliorhinus canicula,27_4_B,DK,0.097,
2019,105814,Scyliorhinus canicula,27_3_A_21,DK,0.024,
2019,105820,Galeorhinus galeus,27_3_C_22,DK,0.006,
2019,105820,Galeorhinus galeus,27_4_B,DK,0.477,
2019,105820,Galeorhinus galeus,27_3_A_20,DK,0.689,
2019,105841,Lamna nasus,27_2_A_2,DK,0.017,
2019,105841,Lamna nasus,27_4_A,DK,0.444,
2019,105865,Amblyraja radiata,27_3_C_22,DK,0.003,
2019,105865,Amblyraja radiata,27_4_A,DK,0.037,
2019,105865,Amblyraja radiata,27_4_B,DK,2.523,
2019,105869,Dipturus batis,27_4_A,DK,3.406,
2019,105869,Dipturus batis,27_4_B,DK,1.241,
2019,105869,Dipturus batis,27_4_C,DK,0.121,
2019,105869,Dipturus batis,27_3_A_20,DK,9.955,
2019,105869,Dipturus batis,27_3_A_21,DK,0.058,
2019,105876,Leucoraja naevus,27_4_A,DK,0.03,
2019,105876,Leucoraja naevus,27_4_B,DK,0.026,
2019,105876,Leucoraja naevus,27_3_A_20,DK,56.72,
2019,105876,Leucoraja naevus,27_3_A_21,DK,0.243,0.002
2019,105883,Raja clavata,27_4_B,DK,0.047,
2019,105883,Raja clavata,27_4_C,DK,0.062,
2019,105887,Raja montagui,27_4_C,DK,0.134,
2019,105923,Squalus acanthias,27_2_A_2,DK,0.003,
2019,105923,Squalus acanthias,27_3_C_22,DK,0.005,
2019,105923,Squalus acanthias,27_4_A,DK,6.018,
2019,105923,Squalus acanthias,27_4_B,DK,9.498,
2019,105923,Squalus acanthias,27_3_A_20,DK,5.62,
2019,105923,Squalus acanthias,27_3_A_21,DK,0.012,
2019,107254,Nephrops norvegicus,27_3_B_23,DK,1.013,
2019,107254,Nephrops norvegicus,27_3_C_22,DK,0.003,
2019,107254,Nephrops norvegicus,27_4_A,DK,74.418,
2019,107254,Nephrops norvegicus,27_4_B,DK,268.173,
2019,107254,Nephrops norvegicus,27_3_A_20,DK,3296.2,0.593
2019,107254,Nephrops norvegicus,27_3_A_21,DK,2400.4,6.741
2019,107649,Pandalus borealis,27_1_A,DK,619.207,
2019,107649,Pandalus borealis,27_1_B,DK,1172.52,
2019,107649,Pandalus borealis,27_4_A,DK,230.441,
2019,107649,Pandalus borealis,27_4_B,DK,37.46,
2019,107649,Pandalus borealis,27_3_A_20,DK,1744.75,
2019,107649,Pandalus borealis,27_3_A_21,DK,0.202,
2019,125909,Ammodytes,27_3_D_24,DK,61.59,
2019,125909,Ammodytes,27_4_B,DK,91705.9,
2019,125909,Ammodytes,27_4_C,DK,1942.82,
2019,125909,Ammodytes,27_3_A_20,DK,449.027,
2019,125909,Ammodytes,27_3_A_21,DK,103.056,
2019,126281,Anguilla anguilla,27_3_B_23,DK,38.32,
2019,126281,Anguilla anguilla,27_3_C_22,DK,52.158,
2019,126281,Anguilla anguilla,27_3_D_24,DK,48.389,
2019,126281,Anguilla anguilla,27_4_B,DK,15.247,
2019,126281,Anguilla anguilla,27_3_A_20,DK,0.095,
2019,126281,Anguilla anguilla,27_3_A_21,DK,21.9,
2019,126417,Clupea harengus,27_2_A_1,DK,12216.1,
2019,126417,Clupea harengus,27_2_A_2,DK,8991.18,
2019,126417,Clupea harengus,27_3_B_23,DK,9.458,
2019,126417,Clupea harengus,27_3_C_22,DK,4.996,
2019,126417,Clupea harengus,27_3_D_24,DK,2036.02,
2019,126417,Clupea harengus,27_3_D_25,DK,2773.39,
2019,126417,Clupea harengus,27_3_D_26,DK,961.466,
2019,126417,Clupea harengus,27_3_D_27,DK,1889.82,
2019,126417,Clupea harengus,27_3_D_28_2,DK,1759.07,
2019,126417,Clupea harengus,27_3_D_29,DK,1519.86,
2019,126417,Clupea harengus,27_4_A,DK,55146.4,
2019,126417,Clupea harengus,27_4_B,DK,37416.1,
2019,126417,Clupea harengus,27_4_C,DK,99.762,
2019,126417,Clupea harengus,27_6_A,DK,70.55,
2019,126417,Clupea harengus,27_7_D,DK,32.419,
2019,126417,Clupea harengus,27_3_A_20,DK,594.776,
2019,126417,Clupea harengus,27_3_A_21,DK,1499.61,
2019,126421,Sardina pilchardus,27_4_C,DK,1.564,
2019,126421,Sardina pilchardus,27_6_A,DK,1.7,
2019,126425,Sprattus sprattus,27_3_C_22,DK,1,
2019,126425,Sprattus sprattus,27_3_D_24,DK,8.281,
2019,126425,Sprattus sprattus,27_3_D_25,DK,11734.4,
2019,126425,Sprattus sprattus,27_3_D_26,DK,7732.39,
2019,126425,Sprattus sprattus,27_3_D_27,DK,2292.98,
2019,126425,Sprattus sprattus,27_3_D_28_2,DK,5658.39,
2019,126425,Sprattus sprattus,27_3_D_29,DK,3409.83,
2019,126425,Sprattus sprattus,27_4_A,DK,0.986,
2019,126425,Sprattus sprattus,27_4_B,DK,109502,
2019,126425,Sprattus sprattus,27_4_C,DK,8847.26,
2019,126425,Sprattus sprattus,27_3_A_20,DK,293.687,
2019,126425,Sprattus sprattus,27_3_A_21,DK,3564.83,
2019,126426,Engraulis encrasicolus,27_4_B,DK,7.933,
2019,126426,Engraulis encrasicolus,27_3_A_21,DK,1.457,
2019,126436,Gadus morhua,27_2_A_1,DK,0.002,
2019,126436,Gadus morhua,27_2_A_2,DK,0.03,
2019,126436,Gadus morhua,27_3_B_23,DK,588.762,0.021
2019,126436,Gadus morhua,27_3_C_22,DK,1974.27,0.779
2019,126436,Gadus morhua,27_3_D_24,DK,1049.06,4.566
2019,126436,Gadus morhua,27_3_D_25,DK,682.768,5.185
2019,126436,Gadus morhua,27_3_D_26,DK,339.496,2.092
2019,126436,Gadus morhua,27_4_A,DK,3777.74,2.872
2019,126436,Gadus morhua,27_4_B,DK,1185.79,0.672
2019,126436,Gadus morhua,27_4_C,DK,0.055,
2019,126436,Gadus morhua,27_3_A_20,DK,2739.62,1.127
2019,126436,Gadus morhua,27_3_A_21,DK,63.57,0.285
2019,126437,Melanogrammus aeglefinus,27_2_A_2,DK,0.061,
2019,126437,Melanogrammus aeglefinus,27_3_B_23,DK,0.107,
2019,126437,Melanogrammus aeglefinus,27_3_C_22,DK,0.009,
2019,126437,Melanogrammus aeglefinus,27_3_D_24,DK,0.002,
2019,126437,Melanogrammus aeglefinus,27_4_A,DK,918.74,0.375
2019,126437,Melanogrammus aeglefinus,27_4_B,DK,277.198,0.012
2019,126437,Melanogrammus aeglefinus,27_4_C,DK,7.284,
2019,126437,Melanogrammus aeglefinus,27_6_A,DK,9.23,
2019,126437,Melanogrammus aeglefinus,27_3_A_20,DK,457.535,0.223
2019,126437,Melanogrammus aeglefinus,27_3_A_21,DK,4.729,0.005
2019,126438,Merlangius merlangus,27_2_A_2,DK,0.019,
2019,126438,Merlangius merlangus,27_3_B_23,DK,0.031,
